index,title,creator,date,contributor,publisher,description,authorlink,cataloglink,links,notes,type,subject,identifier,findingAids
0,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
1,Ueber die chronik des Sulpicius Severus,"Bernays, Jacob",1861,,Breslau: Grass,"['72, 1 (various pagings)', 'Jahresbericht d. jüdisch-theologischen seminars ""Fraenckelscher stiftung""']","?limit=30&query=facet_creator,exact,Bernays++Jacob",,,,book,"History, Ancient ; Severus, Sulpicius",HOLLIS+:,
2,"[""XII schrifttafeln zu Wattenbach's Anleitung zur griechischen Palaeographie"", ""Zwölf schrifttafeln zu Wattenbach's Anleitung zur griechischen Palaeographie""]",,1867,"Wattenbach, Wilhelm, 1819-1897. --Anleitung zur griechischen Palaeographie. --$$QWattenbach, Wilhelm, 1819-1897.","Leipzig, 1867.",,,"<a href=""http://id.lib.harvard.edu/alma/990072856260203941/catalog"">http://id.lib.harvard.edu/alma/990072856260203941/catalog</a>",,,book,"Paleography, Greek.","['OCLC: 235973821', 'HOLLIS+: 990072856260203941']",
3,Die Chronik des Cassiodorus Senator vom j. 519 n. Chr.,Cassiodorus,1864,"Mommsen, Theodor",Leipzig: S. Hirzel,"['[547]-696 p', '""Aus dem VIII. Bande der Abhandlungen der Königlich Sächsischen Gesellschaft der Wissenschaften.""']","?limit=30&query=facet_creator,exact,Cassiodorus",,,,book,"Chronology, Roman ; Rome--History--Chronology",HOLLIS+:,
4,Die Burg-kapelle zu Iben,"Peters, F",1869,,Bonn: Gedr. auf Kosten des Vereins,"['10 p', 'illus., III pl. (1 fold.)']","?limit=30&query=facet_creator,exact,Peters++F",,,,book,Iben (Castle),HOLLIS+:,
5,St. Gallische Denkmale aus der karolingischen Zeit,"Dümmler, Ernst",,,,,"?limit=30&query=facet_creator,exact,Dümmler++Ernst",,,,article,History,"['HOLLIS+:', 'ISSN: 0304-4327']",
6,Beiträge zur lateinischen paläographie,"['Wattenbach, Wilhelm, 1819-1897 $$QWattenbach, Wilhelm, 1819-1897', 'von W. Wattenbach.']",1866,,"Heidelberg, 1866.",,"?limit=30&query=facet_creator,exact,Wattenbach++Wilhelm++1819-1897+$$QWattenbach++Wilhelm++1819-1897","<a href=""http://id.lib.harvard.edu/alma/990068723130203941/catalog"">http://id.lib.harvard.edu/alma/990068723130203941/catalog</a>",,Lithographed reproduction of manuscript.,book,,"['OCLC: 31462518', 'HOLLIS+: 990068723130203941']",
7,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
8,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
9,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
10,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
11,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
12,"['Liber diurnus, ou, Recueil des formules : usitées par la chancellerie Pontificale du Ve au XIe siècle', 'Recueil des formules']",publié d'après le manuscrit des archives du Vatican avec les notes et dissertations du P. Garnier et le commentaire inédit de Baluze.,1869,"Rozière, Eugène de, 1820-1896.$$QRozière, Eugène de, 1820-1896.","Paris : Durand et Pedone, 1869.",,,"<a href=""http://id.lib.harvard.edu/alma/990038949630203941/catalog"">http://id.lib.harvard.edu/alma/990038949630203941/catalog</a>",,"Text in Latin, introduction in French.",book,Formularies (Diplomatics),"['OCLC: 1035230464', 'HOLLIS+: 990038949630203941']",
13,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
14,Vitae Sancti Bonifatii ..,"Jaffé, Philipp",1866,,Berlin: Apud Weidmannos,,"?limit=30&query=facet_creator,exact,Jaffé++Philipp",,,,book,,HOLLIS+:,
15,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
16,Reinaldus multiplex – oder: Wie viele Hüte passen auf einen Kopf? Zur Persönlichkeit des Kölner Erzbischofs Reinald von Dassel (1159 – 1167),"Pätzold, Stefan",,,,,"?limit=30&query=facet_creator,exact,Pätzold++Stefan",,"OrderedDict([('a', OrderedDict([('@href', 'http://exlibris-pub.s3.amazonaws.com/aboutCrossref.html$$EView_CrossRef_copyright_notice'), ('@target', '_new')]))])",,article,,"['HOLLIS+:', 'ISSN: 0720-3659']",
17,"['Lexicon diplomaticum : abbreviationes syllabarum et vocum in diplomatius et codicibus a seculo VIII ad XVI usque occurrentes exponens, iunctis alphabetis et scripturae speciminibus integris', 'Half title, pt. 1 Jo. Lud. Waltheri Lexicon diplomaticum']","['Walther, Johann Ludolph, -1752. $$QWalther, Johann Ludolph, -1752.', 'studio Ioannis Ludolfi Waltheri ... ; cum praefatione Ioannis Davidis Koeleri ...']",1966,"Köhler, Johann David, 1684-1755.$$QKöhler, Johann David, 1684-1755.","New York : B. Franklin, 1966.",,"?limit=30&query=facet_creator,exact,Walther++Johann+Ludolph++-1752.+$$QWalther++Johann+Ludolph++-1752.","<a href=""http://id.lib.harvard.edu/alma/990060321440203941/catalog"">http://id.lib.harvard.edu/alma/990060321440203941/catalog</a>",,"Reprint. Originally published: Gottingae : Apud I. W. Schmidium, 1745-1747.Pt. 1: [10] p., 459 columns on CCXXV leaves of plates, [38]; pt. 2: [20] p., XXVIII leaves of plates.Includes bibliographical references and index.",book,"['Paleography -- Dictionaries -- Early works to 1800.', 'Diplomatics -- Dictionaries -- Early works to 1800.', 'Abbreviations, Latin -- Early works to 1800.']","['OCLC: 467124353', 'HOLLIS+: 990060321440203941']",
18,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
19,"Nachrichten vom Zustande der Gegenden und Stadt Juvavia vor, während, und nach Beherrschung der Römer bis zur Ankunft des heiligen Ruperts und von dessen Verwandlung in das heutige Salzburg","Kleinmayrn, Johann Franz Thaddäus von, 1733-1805. $$QKleinmayrn, Johann Franz Thaddäus von, 1733-1805.",1784,,"Salzburg, Gedruckt, und zu Finden in der Hof- und akademischen Waisenhausbuchhandlung, 1784.",,"?limit=30&query=facet_creator,exact,Kleinmayrn++Johann+Franz+Thaddäus+von++1733-1805.+$$QKleinmayrn++Johann+Franz+Thaddäus+von++1733-1805.","<a href=""http://id.lib.harvard.edu/alma/990055889020203941/catalog"">http://id.lib.harvard.edu/alma/990055889020203941/catalog</a>",,"""Diplomatischer Anhang von verschiedenen schriftlichen Denkmaalen und Urkunden aus dem VI., VII., VIII., IX., X. und XI. Jahrhunderte"": 311 p. at end.""Anzeige der alten und neuen Schriftsteller und Geschichtschreiber, welche der Verfasser vorzüglich anführt"": 5th-8th prelim. l.",book,"['Salzburg (Austria) -- History.', 'Juvavia.']","['OCLC: 12797140', 'HOLLIS+: 990055889020203941']",
20,Epistolarum Decretalium Summorum Pontificum tomus primus [-tertius,,1591,"Ferrari, Giorgio ((Roma)) ; Colegio Imperial (Jesuitas) ; Universidad Complutense (Alcalá de Henares) ; Stamperia Del Popolo Romano (Roma)",Romae: in aedibus Populi Romani,"['3 v. (t.2: 72, 770, [4] p.)', 'CCPB', 'Edit16']",,,,,book,Cartas--Obras Anteriores A 1800,HOLLIS+:,
21,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
22,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
23,Stephani Baluzii Tutelensis Miscellanea: Tomus tertius: Continens Monumenta Diplomatica & Epistolaria,"Baluze, Etienne",1762,"Mansi, Giovanni Domenico",Lucae: apud Vincentium Junctinium,"['viii, 542 p.', 'Indice']","?limit=30&query=facet_creator,exact,Baluze++Etienne",,,,book,Iglesia--Historia--Fuentes,HOLLIS+:,
24,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
25,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
26,Stammtafeln zur Geschichte der europaeischen Staaten,"['Voigtel, Traugott Gotthilf, 1766-1843. $$QVoigtel, Traugott Gotthilf, 1766-1843.', 'Neu hrsg. von Ludwig Adolf C cohn. 1.Bd. Die deutschen Staaten und die Niederlande.']",1871,"Cohn, Ludwig Adolf, 1834-71.$$QCohn, Ludwig Adolf, 1834-71.","Braunschweig, Schwetschke, 1871.",,"?limit=30&query=facet_creator,exact,Voigtel++Traugott+Gotthilf++1766-1843.+$$QVoigtel++Traugott+Gotthilf++1766-1843.","<a href=""http://id.lib.harvard.edu/alma/990037775690203941/catalog"">http://id.lib.harvard.edu/alma/990037775690203941/catalog</a>",,"Added t.p.: Stammtafeln zur Geschichte der deutschen Staaten und der Niederlanden, von Ludwig Adolf Cohn.No more published.",book,,"['OCLC: 236087416', 'HOLLIS+: 990037775690203941']",
27,"Prospectus novae editionis Spicilegium. et veterum Analectorum. T. 2 / R.P.D. Lucae d'Achery ; R.P.D Joannis Mabillon ; cura L.F.J. de la Barre, tornacensis","Achery, Luc D' . Auteur Du Texte ; Mabillon, Jean . Auteur Du Texte",1721,,apud Franc. Montalant (Lutetiae Parisiorum),,"?limit=30&query=facet_creator,exact,Achery++Luc+D'+.+Auteur+Du+Texte+;+Mabillon++Jean+.+Auteur+Du+Texte",,"OrderedDict([('a', OrderedDict([('@href', 'http://gallica.bnf.fr/ark:/12148/bpt6k1085969/f1.thumbnail'), ('@target', '_new'), ('#text', 'thumbnail')]))])",,book,,HOLLIS+:,
28,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
29,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
30,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
31,Vetus Testamentum graece : Codicis Sarraviani-Colbertini quae supersunt in bibliothecis Leidensi Parisiensi Petropolitana phototypice edita,praefatus est Henricus Omont.,1897,"['Omont, Henri Auguste, 1857-1940.$$QOmont, Henri Auguste, 1857-1940.', 'Omont, Henri Auguste, 1857-1940 [editor]$$QOmont, Henri Auguste, 1857-1940', 'Rijksuniversiteit te Leiden. Bibliotheek. Graec. Q. 8.$$QRijksuniversiteit te Leiden. Bibliotheek. Graec. Q. 8.', 'Bibliothèque nationale (France). Gr. 17.$$QBibliothèque nationale (France). Gr. 17.', 'Leningrad (R.S.F.S.R.). Publīchnai͡a bīblīotheka. Graec. III.$$QLeningrad (R.S.F.S.R.). Publīchnai͡a bīblīotheka. Graec. III.', 'Bibliothèque nationale (France). Grecs 17.$$QBibliothèque nationale (France). Grecs 17.', 'Gosudarstvennai͡a publichnai͡a biblioteka imeni M.E. Saltykova-Shchedrina. Graec. III.$$QGosudarstvennai͡a publichnai͡a biblioteka imeni M.E. Saltykova-Shchedrina. Graec. III.']","Lugduni Batavorum : A. W. Sijthoff, 1897.",,,"<a href=""http://id.lib.harvard.edu/alma/990022497790203941/catalog"">http://id.lib.harvard.edu/alma/990022497790203941/catalog</a>",,,book,"Manuscripts, Greek -- Facsimiles.","['OCLC: 5039320', 'HOLLIS+: 990022497790203941']",
32,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
33,Calendarium historico-christianum medii et novi aevi,"Weidenbach, Anton Joseph. $$QWeidenbach, Anton Joseph.",1855,,"Regensburg, G. J. Manz, 1855.",,"?limit=30&query=facet_creator,exact,Weidenbach++Anton+Joseph.+$$QWeidenbach++Anton+Joseph.","<a href=""http://id.lib.harvard.edu/alma/990037502390203941/catalog"">http://id.lib.harvard.edu/alma/990037502390203941/catalog</a>",,,book,"['Calendar.', 'Church calendar.', 'Church history -- Chronology.', 'Chronology, Historical.']","['OCLC: 23499895', 'HOLLIS+: 990037502390203941']",
34,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
35,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
36,"Chronica medii ævi : argumento generaliora, auctoritate celebriora, usu communiora, post Eusebium atque Hieronymum res secc. IV. V. et VI. exponentia. Tomus","nova hac editione collegit, digessit, commodo adparatu instruxit Christianus Friedericus Roesler.",1798,"Roessler, Christian Friedrich, 1736-1821 [ed]$$QRoessler, Christian Friedrich, 1736-1821","Tubingæ [Germany] : Apud Jac. Frid. Heerbrandt, 1798.",,,"<a href=""http://id.lib.harvard.edu/alma/990064521330203941/catalog"">http://id.lib.harvard.edu/alma/990064521330203941/catalog</a>",,No more published?Signatures: *⁴ chi1 A-Y⁸ Z⁴ 2A².Includes bibliographical references and index.,book,"['Historians -- Rome.', 'Rome -- History -- Empire, 284-476.']","['OCLC: 9793774', 'HOLLIS+: 990064521330203941']",
37,"Grundriss der geographie und geschichte der alten, mittlern und neuern zeit, für die obern klassen höherer lehranstalten","Pütz, Wilhelm",1880,,Leipzig: Karl Baedeker,"['2 v', 'fold. maps', '1. bd. Das alterthum. 16. aufl. 1881.--2. bd. Das mittelalter. . 14. viel. verb. aufl. 1880']","?limit=30&query=facet_creator,exact,Pütz++Wilhelm",,,,book,Historical Geography ; World History,HOLLIS+:,
38,"<italic>Bibliotheca Historica Medii Aevi</italic>. Wegweiser durch die Geschichtswerke des europäischen Mittelalters bis 1500. Von A<sc>ugust</sc> P<sc>otthast</sc>. Zweite verbesserte und vermehrte Auflage. (Berlin: Weber. 1896. Two vols., pp. cxlvii, 1749.)",,,,,,,,"OrderedDict([('a', OrderedDict([('@href', 'http://exlibris-pub.s3.amazonaws.com/aboutCrossref.html$$EView_CrossRef_copyright_notice'), ('@target', '_new')]))])",,article,,HOLLIS+:,
39,Biographical essays,"['Macaulay, Thomas Babington Macaulay, Baron, 1800-1859. $$QMacaulay, Thomas Babington Macaulay, Baron, 1800-1859.', 'by Thomas Babington Macaulay.']",1857,,"Leipzig : B. Tauchnitz, 1857.",,"?limit=30&query=facet_creator,exact,Macaulay++Thomas+Babington+Macaulay++Baron++1800-1859.+$$QMacaulay++Thomas+Babington+Macaulay++Baron++1800-1859.","<a href=""http://id.lib.harvard.edu/alma/990040612450203941/catalog"">http://id.lib.harvard.edu/alma/990040612450203941/catalog</a>",,,book,"['Frederick -- II, -- King of Prussia, -- 1712-1786.', 'Bunyan, John, -- 1628-1688.', 'Goldsmith, Oliver, -- 1730?-1774.', 'Johnson, Samuel, -- 1709-1784.', 'Barère, B. -- (Bertrand), -- 1755-1841.']","['OCLC: 5268980', 'HOLLIS+: 990040612450203941']",
40,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
41,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
42,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
43,Legenda aurea,S. Corsten,01 February 2017,,"Leiden, Koninklijke Brill NV",,"?limit=30&query=facet_creator,exact,S.+Corsten",,,,reference_entry,,"['HOLLIS+:', 'ISBN: 9789004337862', 'ISBN: 9783777214122', 'ISBN: 9004337865', 'ISBN: 3777214124']",
44,"Ein brief des koelnischen priesters Winand über den kreuzzug gegen Lissabon im jahre 1147,","['Winandus, active 1147. $$QWinandus, active 1147.', 'herausgegeben von Ernst Duemmler.']",18- ],,"[n.p., gedruckt bei C. Ueberreuter, 18- ].",,"?limit=30&query=facet_creator,exact,Winandus++active+1147.+$$QWinandus++active+1147.","<a href=""http://id.lib.harvard.edu/alma/990037987510203941/catalog"">http://id.lib.harvard.edu/alma/990037987510203941/catalog</a>",,Without title-page. Caption title.Reprinted from larger work.,book,,"['OCLC: 24145158', 'HOLLIS+: 990037987510203941']",
45,Forschungen zur Geschichte des Abtes Hugo I von Cluny (1049-1109): Inaug.-diss,"Lehmann, Richard",1869,,Göttingen,,"?limit=30&query=facet_creator,exact,Lehmann++Richard",,,,book,Hugo Cluniacensis,HOLLIS+:,
46,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
47,"""Gräf Fritz"". Die Gründung Alessandrias. Ein Beitrag zur Geschichte des Lombardenbundes","Papaleoni, G",,,,,"?limit=30&query=facet_creator,exact,Papaleoni++G",,,,article,,"['HOLLIS+:', 'ISSN: 0391-7770']",
48,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
49,Chronicon Sancti Michaelis monasterii in pago Virdunensi (722-1034),,2013,,Brepols Publishers,,,,,,book,,HOLLIS+:,
50,Catalogue des actes de Philippe-Auguste,"Delisle, Léopold",1856,France,Paris: A. Durrand,"3 p. l., [v]-cxxvii, 654 p., 1 l","?limit=30&query=facet_creator,exact,Delisle++Léopold",,,,book,"France--History--Sources--Philip Ii Augustus, 1180-1223",HOLLIS+:,
51,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
52,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
53,Auxilius und Vulgarius : Quellen und Forschungen zu Geschichte des Papsttums im Anfange des zehnten Jahrhunderts,"['Dümmler, Ernst, 1830-1902. $$QDümmler, Ernst, 1830-1902.', 'von Ernst Dümmler.']",1866,"['Auxilius, active 900.$$QAuxilius, active 900.', 'Eugenius, Vulgarius, active 907.$$QEugenius, Vulgarius, active 907.', 'Staatliche Bibliothek Bamberg. P III 20.$$QStaatliche Bibliothek Bamberg. P III 20.']","Leipzig : S. Hirzel, 1866 (J.B. Hirschfeld)",,"?limit=30&query=facet_creator,exact,Dümmler++Ernst++1830-1902.+$$QDümmler++Ernst++1830-1902.","<a href=""http://id.lib.harvard.edu/alma/990061911460203941/catalog"">http://id.lib.harvard.edu/alma/990061911460203941/catalog</a>",,"Introductory text in German; documents by Auxilius and Vulgarius in Latin.Documents from manuscript P III 20 in the Königliche Bibliothek, Bamberg.Includes bibliographical footnotes.",book,"['Formosus, -- Pope, -- approximately 816-896.', 'Papacy -- History.']","['OCLC: 8632142', 'HOLLIS+: 990061911460203941']",
54,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
55,Regesta diplomatica nec non epistolaria Bohemiae et Moraviae (Book Review),"Kaminsky, Howard",,,,,"?limit=30&query=facet_creator,exact,Kaminsky++Howard",,,,review,Visual Arts ; History & Archaeology ; Languages & Literatures;,"['HOLLIS+:', 'ISSN: 00387134']",
56,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
57,Forschungen zur Geschichte des Abtes Hugo I von Cluny (1049-1109): Inaug.-diss,"Lehmann, Richard",1869,,Göttingen,,"?limit=30&query=facet_creator,exact,Lehmann++Richard",,,,book,Hugo Cluniacensis,HOLLIS+:,
58,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
59,"Storia diplomatica della Lega Lombarda, con XXV documenti inediti","Vignati, Cesare, 1814-1900. $$QVignati, Cesare, 1814-1900.",1866,,"Milano, P. Agnelli, 1866.",,"?limit=30&query=facet_creator,exact,Vignati++Cesare++1814-1900.+$$QVignati++Cesare++1814-1900.","<a href=""http://id.lib.harvard.edu/alma/990068338090203941/catalog"">http://id.lib.harvard.edu/alma/990068338090203941/catalog</a>",,Title page in red and black.Includes bibliographical references.,book,"['Lombard League.', 'Lombard league, 1167-1183.', 'Lombardy (Italy) -- History -- Sources.']","['OCLC: 22739065', 'HOLLIS+: 990068338090203941']",
60,"Regesten zur geschichte der Salzburger erzbischöfe Conrad I,Eberhard I, Conrad II, Adalbert,Conrad III,und Eberhard II","Meiller, Andreas von, 1812-1871 [ed] $$QMeiller, Andreas von, 1812-1871",1866,,"Wien, 1866.",,"?limit=30&query=facet_creator,exact,Meiller++Andreas+von++1812-1871+[ed]+$$QMeiller++Andreas+von++1812-1871","<a href=""http://id.lib.harvard.edu/alma/990060441510203941/catalog"">http://id.lib.harvard.edu/alma/990060441510203941/catalog</a>",,,book,,"['OCLC: 79349607', 'HOLLIS+: 990060441510203941']",
61,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
62,"Chronicon Egmundanum seu annales regalium abbatum Egmundensium auctore Fr. Johanne de Leydis ... Accedunt prµter Theodorici a Leydis breviculos Leonis monachi Egmundensis breviculi majores historiam comitum continentes, qui Egmundµ sepulti. Eruit hacte",,1692,,apud Fredericum Haaring,,,,,,book,,HOLLIS+:,
63,Eine schwedische relation über die schlacht von Warschau,"Arndt, W",1887,,Posen.,,"?limit=30&query=facet_creator,exact,Arndt++W",,,,book,,HOLLIS+:,
64,König Johann von Böhmen und Bischof Nanker von Breslau; ein Beitrag zur Geschichte des Kampfes mit dem Slaventhum im Deutschen Osten,"Grünhagen, C. (Colmar), 1828-1911. $$QGrünhagen, C. (Colmar), 1828-1911.",1864,,"Wien, K.k. Hof- und Staatsdruckerei, 1864.",,"?limit=30&query=facet_creator,exact,Grünhagen++C.+(Colmar)++1828-1911.+$$QGrünhagen++C.+(Colmar)++1828-1911.","<a href=""http://id.lib.harvard.edu/alma/990064818310203941/catalog"">http://id.lib.harvard.edu/alma/990064818310203941/catalog</a>",,"""Aus dem Juli- Hefte des Jahrgangs 1864 der Sitzungsberichte der phil.- hist. Classe der kais. Akademie der Wissenschaften (XLVII. Bd., S. 4) besonders abgedruckt.""Pages also numbered 5-102.Bibliographical footnotes.",book,"['Jan, -- Lucemburský, King of Bohemia, -- 1296-1346.', 'Nanker, -- Bishop of Breslau, -- -1341.', 'Catholic Church. -- Archdiocese of Wrocław (Poland) -- History.']","['OCLC: 19102078', 'HOLLIS+: 990064818310203941']",
65,"Ein Buch ungarischer Geschichte, 1058-1100","['Büdinger, Max, 1828-1902. $$QBüdinger, Max, 1828-1902.', 'von Max Büdinger.']",1866,,"Leipzig : B.G. Teubner, 1866.",,"?limit=30&query=facet_creator,exact,Büdinger++Max++1828-1902.+$$QBüdinger++Max++1828-1902.","<a href=""http://id.lib.harvard.edu/alma/990024911390203941/catalog"">http://id.lib.harvard.edu/alma/990024911390203941/catalog</a>",,Appendix contains one document in Latin: p. [161]-162.Publisher's device on t.p.Includes bibliographical footnotes.,book,Hungary -- History -- 1000-1699.,"['OCLC: 10811842', 'HOLLIS+: 990024911390203941']",
66,Onomastikon chronographikon hierarchiae Germanicae. Verzeichnisse der deutschen bischöfe seit dem jahre 800 nach Chr. geb. nebst einem anhange die würdenträger einiger abteien und ritterorden enthaltend,"Mooyer, Ernst Friedrich, 1798-1861. $$QMooyer, Ernst Friedrich, 1798-1861.",1854,,"Minden, im selbstverlage des verfassers, 1854.",,"?limit=30&query=facet_creator,exact,Mooyer++Ernst+Friedrich++1798-1861.+$$QMooyer++Ernst+Friedrich++1798-1861.","<a href=""http://id.lib.harvard.edu/alma/990035400670203941/catalog"">http://id.lib.harvard.edu/alma/990035400670203941/catalog</a>",,,book,,"['OCLC: 28950656', 'HOLLIS+: 990035400670203941']",
67,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
68,Die florentinische geschichte der Malespini und deren benutzung durch Dante,"Busson, Arnold",1869,,Innsbruck,"pp. (4), 89+","?limit=30&query=facet_creator,exact,Busson++Arnold",,,,book,"Malispini, Ricordano",HOLLIS+:,
69,Indiculus Arnonis und Breves notitiae Salzburgenses,Arno,1869,"Keinz, Friedrich",München: E.A. Fleischmann,"v, 97 p","?limit=30&query=facet_creator,exact,Arno",,,,book,Salzburg (Austria : Land)--History--Sources ; Catholic Church--History--Sources,HOLLIS+:,
70,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
71,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
72,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
73,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
74,Codex hirsaugiensis,,1843,"Gfrörer, A. Fr",Stuttgardiæ: sumtibus Societatis litterariæ stuttgardiensis,"['viii, 131 p', 'I. Quo tempore corpus sancti Aurelii de Italia sit translatum, vel quando Hirsaugia sit fundata [et chronicon abbatum usque ad annum 1596]--II. Sequuntur nomina episcoporum seu abbatum, qui de nostro conventu et monasterio ad alia loca dati sunt.--III. De consecratione maioris monasterii nostri Hirssow.--IV. --Index']",,,,,book,"Hirsau, Ger. (Benedictine Abbey)--History",HOLLIS+:,
75,Der Zerfall Oestreich's,,1867,Deutscher Oestreicher,Leipzig: O. Wigand,"viii, 70 pages",,,,,book,Austria--Politics And Government--1848-1918,HOLLIS+:,
76,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
77,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
78,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
79,Herbordi Dialogus de Ottone episcopo bambergensi edidit Philippus Jaffé: Editio in scholarum usum repetita ex Bibliotheca rerum germanicarum,Herbordus,1869,"Jaffé, Philipp",Berolini: apud Weidmannos,"['147 p', 'Bibliographical footnotes']","?limit=30&query=facet_creator,exact,Herbordus",,,,book,Pomerania (Poland And Germany)--Church History--Sources ; Otto,HOLLIS+:,
80,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
81,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
82,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
83,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
84,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
85,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
86,Nennius und Gildas,Nennius,1844,"Schulz, Albert ; Stevenson, Joseph ; Nennius ; Gildas",Berlin: F. A. Röse,"['176 p.', 'Added title page: Nennius et Gildas ex recensione Stevenson', 'Vorrede.--Nennii Historia Britonum. Ad fidem codicum manuscriptorum recensuit Josephus Stevenson.--Gildas. De excidio Britanniae. Ad fidem codicum manuscriptorum recensuit Josephus Stevenson.--Namen-und Sachregister']","?limit=30&query=facet_creator,exact,Nennius",,,,book,Great Britain--History--To 449,HOLLIS+:,
87,"['La destruction du Protestantisme en Bohème; épisode de la guerre de trente ans ..', 'Protestantisme en Bohème.']","Reuss, Rodolphe, 1841-1924. $$QReuss, Rodolphe, 1841-1924.",1867,,"Strasbourg, G. Silbermann, 1867.",,"?limit=30&query=facet_creator,exact,Reuss++Rodolphe++1841-1924.+$$QReuss++Rodolphe++1841-1924.","<a href=""http://id.lib.harvard.edu/alma/990035213330203941/catalog"">http://id.lib.harvard.edu/alma/990035213330203941/catalog</a>",,Extrait de la Revue de théologie.,book,,"['OCLC: 7013554', 'HOLLIS+: 990035213330203941']",
88,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
89,"Geschichte des Ost-Gothischen Reiches in Italien,","['Manso, Johann Kaspar Friedrich, 1760-1826. $$QManso, Johann Kaspar Friedrich, 1760-1826.', 'von J. C. F. Manso.']",1824,,"Breslau, Josef Max, 1824.",,"?limit=30&query=facet_creator,exact,Manso++Johann+Kaspar+Friedrich++1760-1826.+$$QManso++Johann+Kaspar+Friedrich++1760-1826.","<a href=""http://id.lib.harvard.edu/alma/990059523260203941/catalog"">http://id.lib.harvard.edu/alma/990059523260203941/catalog</a>",,,book,Italy -- History -- 476-1268.,"['OCLC: 3012342', 'HOLLIS+: 990059523260203941']",
90,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
