index,title,creator,date,contributor,publisher,description,authorlink,cataloglink,links,notes,type,subject,identifier,findingAids
487,Der Papst und das Concil,"['Döllinger, Johann Joseph Ignaz von, 1799-1890. $$QDöllinger, Johann Joseph Ignaz von, 1799-1890.', 'von Janus.']",1869,"Huber, Johannes, 1830-1879.$$QHuber, Johannes, 1830-1879.","Leipzig : E. F. Steinacker, 1869.",,"?limit=30&query=facet_creator,exact,Döllinger++Johann+Joseph+Ignaz+von++1799-1890.+$$QDöllinger++Johann+Joseph+Ignaz+von++1799-1890.","<a href=""http://id.lib.harvard.edu/alma/990028126620203941/catalog"">http://id.lib.harvard.edu/alma/990028126620203941/catalog</a>",,"""Eine weiter ausgeführte und mit dem Quellennachweis versehene Neubearbeitung der in Augsburger Allgemeinen Zeitung erschienenen Artikel: Das Concil und die Civiltà.""Written by Döllinger in collaboration with J. Huber.Includes bibliographical references.",book,"['Popes -- Infallibility.', 'Papacy -- History.', 'Old Catholic Church.']","['OCLC: 6478125', 'HOLLIS+: 990028126620203941']",
488,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
489,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
490,Die Rechtsfrage zwischen Caesar und dem Senat,"Mommsen, Theodor",1855,,Breslau,"['58 p', 'Extract from: Abhandlungen der historisch-philologischen Gesellschaft in Breslau. 1. Bd', 'Includes bibliographical references']","?limit=30&query=facet_creator,exact,Mommsen++Theodor",,,,book,"Roman Law ; Rome--Politics And Government ; Caesar, Julius",HOLLIS+:,
491,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
492,De Societatis Jesu in Polonia primordiis: comentatio historica,"Krasicki, Casimir",1861,,"Berlin: typis L. Burkhardtianis, impensis auctoris","pp. (7), 196","?limit=30&query=facet_creator,exact,Krasicki++Casimir",,,,book,,HOLLIS+:,
493,De rebus inter Henricum VI. imperatorem et Henricum Leonem actis: pars prior,"Cohn, Ludwig Adolf",1856,,Vratislaviae: typis H. Lindner,"['64 p', 'Cover-title', 'Inaug. Diss. - Pressburg']","?limit=30&query=facet_creator,exact,Cohn++Ludwig+Adolf",,,,book,"Germany--History--Henry Vi, 1190-1197 ; Henry ; Henry",HOLLIS+:,
494,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
495,De annalibus qui vocantur Colonienses maximi quaestiones criticae (Book Review),,,,,,,,,,review,History & Archaeology;,"['HOLLIS+:', 'ISSN: 00182613']",
496,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
497,Grundriss der unorganischen chemie,"Wöhler, Friedrich",1858,,Berlin: Duncker und Humblot,"['viii, 267, [1] p', 'Interleaved']","?limit=30&query=facet_creator,exact,Wöhler++Friedrich",,,,book,,HOLLIS+:,
498,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
499,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
500,"['Memoranda der speciellen Physiologie des Menschen: ein Leitfaden für Vorlesungen und zum Selbststudium', 'Physiologie des Menschen.']","Budge, Julius",1850,,Weimar: Druck und Verlag des Landes-Industrie-Comtoirs,"['vi, 294 p., 9 leaves of plates', 'Includes index']","?limit=30&query=facet_creator,exact,Budge++Julius",,,,book,Physiology,HOLLIS+:,
501,Commentationis de Christiano Archiepiscopo Maguntino Specimen prius,"['Varrentrapp, Konrad. $$QVarrentrapp, Konrad.', '[Scripsit] Conradus Varrentrapp.']",1865,,"Bonnae, Formis I.F. Carthaus, 1865.",,"?limit=30&query=facet_creator,exact,Varrentrapp++Konrad.+$$QVarrentrapp++Konrad.","<a href=""http://id.lib.harvard.edu/alma/990026918650203941/catalog"">http://id.lib.harvard.edu/alma/990026918650203941/catalog</a>",,On reel 256 beginning frame no. 219. Thesis note:  Dissertation--Bonn.,dissertation,,"['OCLC: 10076042', 'HOLLIS+: 990026918650203941']",
502,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
503,"['Mezzo-sopranos in Opera : profiles of fifteen great mezzo-sopranos', ""Title at head of introd., p. 2: Mezzos in 'Opera'""]",,[2004?],,"London : Opera Magazine, [2004?]","Biographical profiles from issues of Opera, 1967-2000.",,"<a href=""http://id.lib.harvard.edu/alma/990094339390203941/catalog"">http://id.lib.harvard.edu/alma/990094339390203941/catalog</a>",,"2004 winter suppl. to Opera, comprising facsim. reprintings of profiles originally published 1967-2000.Cover title.",book,Mezzo-sopranos -- Biography.,"['OCLC: 54467992', 'HOLLIS+: 990094339390203941']",
504,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
505,Monumenta habsburgica. Sammlung von actenstücken und briefen zur geschichte des hauses Habsburg in dem zeitraume von 1473 bis 1576,Hrsg. von der Histor. commission der Kaiserl. akademie der wissenschaften zu Wien ...,1854-1858,"['Chmel, Joseph, 1798-1858.$$QChmel, Joseph, 1798-1858.', 'Lanz, Karl Friedrich Wilhelm.$$QLanz, Karl Friedrich Wilhelm.', 'K. Akademie der Wissenschaften, Vienna.$$QK. Akademie der Wissenschaften, Vienna.']","Wien, Aus der Kaiserlich-königlichen hof- und staatsdruckerei, 1854-1858.",,,"<a href=""http://id.lib.harvard.edu/alma/990035413760203941/catalog"">http://id.lib.harvard.edu/alma/990035413760203941/catalog</a>",,No more published.,book,"['Holy Roman Empire -- History -- Maximilian I, 1493-1519 -- Sources.', 'Holy Roman Empire -- History -- Charles V, 1519-1556 -- Sources.', 'Austria -- History -- Sources.']","['OCLC: 35547763', 'HOLLIS+: 990035413760203941']",
506,Die Metrikvorlesung des Frühhumanisten Peter Luder,"['Bockelmann, Eske. $$QBockelmann, Eske.', 'herausgegeben mit Einleitung und Kommentar von Eske Bockelmann.']",1984,,"Bamberg : H. Kaiser-Verlag, 1984.",,"?limit=30&query=facet_creator,exact,Bockelmann++Eske.+$$QBockelmann++Eske.","<a href=""http://id.lib.harvard.edu/alma/990003268760203941/catalog"">http://id.lib.harvard.edu/alma/990003268760203941/catalog</a>",,Includes text in Latin with German translation.Includes index.Bibliography: p. 153-156.,book,"['Luder, Peter, -- active 15th century.', 'Latin language -- Versification.', 'Humanists -- Germany.', 'Germany -- Intellectual life -- To 1500.']","['OCLC: 12969470', 'HOLLIS+: 990003268760203941', 'ISBN: 3921834147']",
507,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
508,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
509,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
510,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
511,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
512,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
513,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
514,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
515,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
516,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
517,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
518,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
519,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
520,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
521,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
522,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
523,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
524,Notice sur Orderic Vital / (Signé : L. D. Léopold Delisle.),"Delisle, Léopold . Auteur Du Texte",1855,,impr. de C. Lahure (Paris),,"?limit=30&query=facet_creator,exact,Delisle++Léopold+.+Auteur+Du+Texte",,"OrderedDict([('a', OrderedDict([('@href', 'http://gallica.bnf.fr/ark:/12148/bpt6k134535g/f1.thumbnail'), ('@target', '_new'), ('#text', 'thumbnail')]))])",,book,Vital,HOLLIS+:,
525,"Leben Willirams, Abtes von Ebersberg in Baiern: Beitrag zur Geschichte des XI. Jahrhunderts","Scherer, Wilhelm",1866,,Wien: K. Gerolds Sohn,"[3] p., p. 198-303","?limit=30&query=facet_creator,exact,Scherer++Wilhelm",,,,book,Williram,HOLLIS+:,
526,Wort und form im altfranzösischen process,"Brunner, Heinrich",1868,,Wien: K.k. hof- und staatsdruckerei,"['1 p. l., p. [655]-781', '""Aus dem Decemberhefte des jahrg. 1867 der Sitzungsberichte der philos.-hist. cl. der kais. akademie der wissenschaften [LVII. bd. s. 655] besonders abgedruckt.""', 'Bibliographical foot-notes']","?limit=30&query=facet_creator,exact,Brunner++Heinrich",,,,book,,HOLLIS+:,
527,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
528,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
529,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
530,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
531,"Register van Hollandsche en Zeeuwsche oorkonden die in de Charterboeken van Van Mieris en Kluit ontbreken: Eerste afdeeling, Tot het uitsterven van het Hollandsche huis. Op gezag der Koninklijke akademie van wetenschappen verzameld",Koninklijke Akademie van Wetenschappen (Netherlands),1861,"Bergh, L. Ph. C",Amsterdam: C.F. van der Post,"['viii, 143 p', 'No more published']","?limit=30&query=facet_creator,exact,Koninklijke+Akademie+van+Wetenschappen+(Netherlands)",,,,book,Zeeland (Netherlands)--History--Sources ; Holland (Netherlands : Province)--History--Sources,HOLLIS+:,
532,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
533,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
534,De substitutione quasi pupillari ..,"['Vogelsang, Otto, 1837- $$QVogelsang, Otto, 1837-', 'auctor Otto Vogelsang ...']",[1866],,"Berolini, typis expressit Gustavus Schade [1866]",,"?limit=30&query=facet_creator,exact,Vogelsang++Otto++1837-+$$QVogelsang++Otto++1837-","<a href=""http://id.lib.harvard.edu/alma/990039387520203941/catalog"">http://id.lib.harvard.edu/alma/990039387520203941/catalog</a>",,"Thesis note:  Thesis, Berlin, 1866.",dissertation,Roman law.,"['OCLC: 22553350', 'HOLLIS+: 990039387520203941']",
535,"Die Wunder der Uroscopie : oder, Zumptuarium uropoëticum : qualitative Harnanalyse in chemisch-medicynischen Versen ...","['Jacobsen, Emil (Chemist) $$QJacobsen, Emil (Chemist)', 'vom Verfasser des ""Reactionair in der Westentasche ... "".']",1861,,"Breslau : Maruschke & Berendt, 1861.",,"?limit=30&query=facet_creator,exact,Jacobsen++Emil+(Chemist)+$$QJacobsen++Emil+(Chemist)","<a href=""http://id.lib.harvard.edu/alma/990064425600203941/catalog"">http://id.lib.harvard.edu/alma/990064425600203941/catalog</a>",,In verse.,book,Medicine -- Miscellanea.,"['OCLC: 2591862', 'HOLLIS+: 990064425600203941']",
536,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
537,De impensis necessariis in res dotales factis ..,"['Maurokordatos, Alexandros, 1844- $$QMaurokordatos, Alexandros, 1844-', 'auctor Alexander princeps Maurocordatos ...']",[1867],,"Berolini, typis expresserunt fratres Fickert [1867]",,"?limit=30&query=facet_creator,exact,Maurokordatos++Alexandros++1844-+$$QMaurokordatos++Alexandros++1844-","<a href=""http://id.lib.harvard.edu/alma/990038527860203941/catalog"">http://id.lib.harvard.edu/alma/990038527860203941/catalog</a>",,"Thesis note:  Thesis, Berlin, 1867.",dissertation,Roman law.,"['OCLC: 22553552', 'HOLLIS+: 990038527860203941']",
538,Gedichte :Versepen,"['Eichendorff, Joseph, Freiherr von, 1788-1857. $$QEichendorff, Joseph, Freiherr von, 1788-1857.', 'Joseph von Eichendorff ; herausgegeben von Hartwig Schultz.']",2002,"['Schultz, Hartwig.$$QSchultz, Hartwig.', 'Eichendorff, Joseph, Freiherr von, 1788-1857. --Versepen. --$$QEichendorff, Joseph, Freiherr von, 1788-1857.']","Cambridge, [England] : Chadwyck-Healey ; Ann Arbor, MI : ProQuest Information and Learning, 2002.",,"?limit=30&query=facet_creator,exact,Eichendorff++Joseph++Freiherr+von++1788-1857.+$$QEichendorff++Joseph++Freiherr+von++1788-1857.","<a href=""http://id.lib.harvard.edu/alma/990137755740203941/catalog"">http://id.lib.harvard.edu/alma/990137755740203941/catalog</a>",,"Published as part of the Digitale Bibliothek deutscher Klassiker im WWW.Title from Table of contents page for volume (viewed Feb. 10, 2005).Transcription of: Joseph von Eichendorff. Gedichte ; Versepen. Frankfurt am Main : Deutscher Klassiker Verlag, 1987. 1292 p. (Bibliothek deutscher Klassiker ; 21).Includes bibliographical references.System requirements: Requires web browser (Netscape Navigator 4.0 or higher, Microsoft Internet Explorer 5.0 or higher) with Unicode-compatible fonts.Mode of access: World Wide Web.",book,,HOLLIS+: 990137755740203941,
539,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
540,Symbola ad hepaticarum frondosarum evolutionis historiam,"Kny, Leopold",1863,,Berolina,"['2 p. l., 54, [1] p', 'Vita', 'Inaug.-Diss.--Berlin']","?limit=30&query=facet_creator,exact,Kny++Leopold",,,,book,Liverworts,HOLLIS+:,
541,De jure emigrandi :dissertatio inauguralis quam ... publice defendet,"['MacLean, Charles Fraser, 1837-1924. $$QMacLean, Charles Fraser, 1837-1924.', 'auctor Carolus F. Mac Lean, philosophiae doctor, Americanus ...']",[1869],,"Berolini : Typis expressit Carolus Feicht, [1869]",,"?limit=30&query=facet_creator,exact,MacLean++Charles+Fraser++1837-1924.+$$QMacLean++Charles+Fraser++1837-1924.","<a href=""http://id.lib.harvard.edu/alma/990061693390203941/catalog"">http://id.lib.harvard.edu/alma/990061693390203941/catalog</a>",,"Includes quotations in English, German, and French.Includes bibliographical references. Thesis note:  Thesis (doctoral)--Friedrich-Wilhelms-Universität Berlin, 1869.",dissertation,Emigration and immigration law.,"['OCLC: 15467513', 'HOLLIS+: 990061693390203941']",
542,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
543,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
544,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
545,De numerationibus eorum qui nummorum dominio vel alienatione carent :dissertatio inauguralis ...,"['Carisien, Bernhard von, 1846- $$QCarisien, Bernhard von, 1846-', 'auctor Bernhardus a Carisien ...']",[1869],"Schade, Gustav [printer]$$QSchade, Gustav","Berolini : Typis expressit Gustavus Schade, [1869]",,"?limit=30&query=facet_creator,exact,Carisien++Bernhard+von++1846-+$$QCarisien++Bernhard+von++1846-","<a href=""http://id.lib.harvard.edu/alma/990037455030203941/catalog"">http://id.lib.harvard.edu/alma/990037455030203941/catalog</a>",,Vita.Includes quotations in German.Includes bibliographical references. Thesis note:  doctoral Friedrich-Wilhelms-Universität Berlin 1869,dissertation,Payment.,"['OCLC: 15353278', 'HOLLIS+: 990037455030203941']",
546,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
547,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
548,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
549,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
550,De successione hypothecaria : dissertatio inauguralis ...,"['Adamkiewicz, Hugo, 1848- $$QAdamkiewicz, Hugo, 1848-', 'auctor Hugo Adamkiewicz ...']",[1869],,"Berolini : G. Lange (O. Lange), [1869]",,"?limit=30&query=facet_creator,exact,Adamkiewicz++Hugo++1848-+$$QAdamkiewicz++Hugo++1848-","<a href=""http://id.lib.harvard.edu/alma/990037124960203941/catalog"">http://id.lib.harvard.edu/alma/990037124960203941/catalog</a>",,Vita.Includes quotations in German.Includes bibliographical references. Thesis note:  doctoral Berlin 1869,dissertation,,"['OCLC: 9200346', 'HOLLIS+: 990037124960203941']",
551,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
552,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
553,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
554,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
555,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
556,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
557,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
558,Leitfaden beim geographischen unterricht,"Voigt, Ferdinand",1882,,Berlin: Barthol & comp.,"viii, 199 p","?limit=30&query=facet_creator,exact,Voigt++Ferdinand",,,,book,Geography,HOLLIS+:,
559,Die deutschen Rechtsbücher des Mittelalters und ihre Handschriften,"Homeyer, C. G",1856,,Berlin: F. Dümmler,"viii, 176 p.","?limit=30&query=facet_creator,exact,Homeyer++C.+G",,,,book,"Manuscripts, German--Bibliography ; Law--Germany--Sources--Bibliography ; Law--Germany (Middle Ages)--Bibliography",HOLLIS+:,
560,De arte medica saeculi XII,"Jaffé, Philipp, 1819-1870. $$QJaffé, Philipp, 1819-1870.",1853,,"Berlin : Schlesinger, 1853.",,"?limit=30&query=facet_creator,exact,Jaffé++Philipp++1819-1870.+$$QJaffé++Philipp++1819-1870.","<a href=""http://id.lib.harvard.edu/alma/990054390020203941/catalog"">http://id.lib.harvard.edu/alma/990054390020203941/catalog</a>",,Thesis note:  Thesis.,dissertation,"Medicine, Medieval.","['OCLC: 25923853', 'HOLLIS+: 990054390020203941']",
561,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
562,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
563,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
564,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
565,"['Die Cambridger Lieder = Carmina Cantabrigiensia', 'Carmina Cantabrigiensia.']",hrsg. von Karl Strecker ; mit 1 Tafel.,1955,"Strecker, Karl, 1861-1945.$$QStrecker, Karl, 1861-1945.","Berlin : Weidmann, 1955.",,,"<a href=""http://id.lib.harvard.edu/alma/990028593130203941/catalog"">http://id.lib.harvard.edu/alma/990028593130203941/catalog</a>",,"Text in Latin, notes in German.",book,"Students' songs, Latin.","['OCLC: 6565339', 'HOLLIS+: 990028593130203941']",
566,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
567,Kleiner atlas der neueren geographie ..,"Kiepert, Heinrich, 1818-1899. $$QKiepert, Heinrich, 1818-1899.",[1868],,"Berlin, D. Reimer [1868]",,"?limit=30&query=facet_creator,exact,Kiepert++Heinrich++1818-1899.+$$QKiepert++Heinrich++1818-1899.","<a href=""http://id.lib.harvard.edu/alma/990055712730203941/catalog"">http://id.lib.harvard.edu/alma/990055712730203941/catalog</a>",,,book,Atlases -- Germany.,"['OCLC: 20811654', 'HOLLIS+: 990055712730203941']",
568,Historisch-geographischer Atlas der alten Welt : zum Schulgebrauche bearbeitet und mit erläuternden Bemerkungen begleitet,"['Kiepert, Heinrich, 1818-1899. $$QKiepert, Heinrich, 1818-1899.', 'von H. Kiepert.']",1861,,"Weimar : Geographisches Institut, 1861.",,"?limit=30&query=facet_creator,exact,Kiepert++Heinrich++1818-1899.+$$QKiepert++Heinrich++1818-1899.","<a href=""http://id.lib.harvard.edu/alma/990055713350203941/catalog"">http://id.lib.harvard.edu/alma/990055713350203941/catalog</a>",,,book,"Geography, Ancient -- Maps.","['OCLC: 22469167', 'HOLLIS+: 990055713350203941']",
569,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
570,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
571,Die Correspondenz der Stadt Breslau mit Karl IV. in den Jahren 1347-1355,Breslau (Germany),1866,"Grünhagen, C",Wien: Gerold's Sohn,"['26 p', 'Protocols of the decisions of the governing council of Breslau concerning correspondence with Karl IV, including some texts and summaries of letters']","?limit=30&query=facet_creator,exact,Breslau+(Germany)",,,,book,Wrocław (Poland)--History--Sources,HOLLIS+:,
572,Carmina quadraginta,Sedulius,1869,"Duemmler, Ernst ; Scottus, Sedulius",Halis Saxonum: in aedibus Orphanotrophei,"pp. (2), 36","?limit=30&query=facet_creator,exact,Sedulius",,,,book,,HOLLIS+:,
573,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
574,"Kinder-Diätetik; eine Anleitung zur naturgemässen Pflege und Erziehung des Kindes, als Leitfaden zu Vorlesungen gemeinfasslich dargestellt","Mauthner, Ludwig Wilhelm, Ritter von Mauthstein, 1806-1858. $$QMauthner, Ludwig Wilhelm, Ritter von Mauthstein, 1806-1858.",1853,,"Wien, Gerold, 1853.",,"?limit=30&query=facet_creator,exact,Mauthner++Ludwig+Wilhelm++Ritter+von+Mauthstein++1806-1858.+$$QMauthner++Ludwig+Wilhelm++Ritter+von+Mauthstein++1806-1858.","<a href=""http://id.lib.harvard.edu/alma/990082755020203941/catalog"">http://id.lib.harvard.edu/alma/990082755020203941/catalog</a>",,,book,,"['OCLC: 14851089', 'HOLLIS+: 990082755020203941']",
575,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
576,Ueber den civilprozess für Graubünden; notizen und bemerkungen,"Hilty, Karl, 1833-1909. $$QHilty, Karl, 1833-1909.",1869,,"Chur, 1869.",,"?limit=30&query=facet_creator,exact,Hilty++Karl++1833-1909.+$$QHilty++Karl++1833-1909.","<a href=""http://id.lib.harvard.edu/alma/990050480230203941/catalog"">http://id.lib.harvard.edu/alma/990050480230203941/catalog</a>",,,book,,"['OCLC: 237389902', 'HOLLIS+: 990050480230203941']",
577,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
578,Opera omnia. Beiheft,"Dietrich, von Freiberg, approximately 1250-approximately 1310. $$QDietrich, von Freiberg, approximately 1250-approximately 1310.",1977-,,"HAMBURG : MEINER, 1977-",,"?limit=30&query=facet_creator,exact,Dietrich++von+Freiberg++approximately+1250-approximately+1310.+$$QDietrich++von+Freiberg++approximately+1250-approximately+1310.","<a href=""http://id.lib.harvard.edu/alma/990001196940203941/catalog"">http://id.lib.harvard.edu/alma/990001196940203941/catalog</a>",,,journal,,"['OCLC: 235089484', 'HOLLIS+: 990001196940203941']",
579,Die stellung der satzglieder des vollsatzes in Notkers Marcianus Capella. [Progr.],"Feigl, Friedrich A. $$QFeigl, Friedrich A.",1904-08,,"Melk, Selbstverlag des Gymnasiums, 1904-08.",,"?limit=30&query=facet_creator,exact,Feigl++Friedrich+A.+$$QFeigl++Friedrich+A.","<a href=""http://id.lib.harvard.edu/alma/990031571830203941/catalog"">http://id.lib.harvard.edu/alma/990031571830203941/catalog</a>",,,book,"['Notker, -- Labeo, -- approximately 950-1022.', 'Martianus Capella. -- De nuptiis philologiae et mercurii.']","['OCLC: 82105726', 'HOLLIS+: 990031571830203941']",
580,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
581,"['De architectura, libri decem: ad optimorum librorum fidem, accurate editi', 'De architectura']",Vitruvius Pollio,1892,,Lipsiae: sumptibus succ. O. Holtze,250 p,"?limit=30&query=facet_creator,exact,Vitruvius+Pollio",,,,book,Architecture--Early Works To 1800,HOLLIS+:,
582,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
583,"['Sex. Aurelii Propertii Elegiae ex recognitone Caroli Lachmanni', 'Elegiae']","Propertius, Sextus",1829,"Lachmann, Karl",Berolini: typis et impensis G. Reimeri,122 p,"?limit=30&query=facet_creator,exact,Propertius++Sextus",,,,book,,HOLLIS+:,
584,Tarraco und seine Denkmäler,"Hübner, E",,,,,"?limit=30&query=facet_creator,exact,Hübner++E",,,,article,,"['HOLLIS+:', 'ISSN: 0018-0777']",
585,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
586,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
587,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
588,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
589,De rerum natura libri sex,"Lucretius Carus, Titus",1813,"Bentley, Richard",Glasguæ: Bell & Bradfute etc.,4 v,"?limit=30&query=facet_creator,exact,Lucretius+Carus++Titus",,,,book,"Wakefield, Gilbert","['HOLLIS+:', 'ISBN: 0198146248']",
590,Epistolae wisigoticae,,1892,"Gundlach, Wilhelm, 1859-1907.$$QGundlach, Wilhelm, 1859-1907.",,,,"<a href=""http://id.lib.harvard.edu/alma/990066313090203941/catalog"">http://id.lib.harvard.edu/alma/990066313090203941/catalog</a>",,"Monvmenta Germaniae historica ... edidit Societas aperiendis fontibvs rervm germanicarvm medii aevi. Epistolarvm tomvs III.Prefatory note signed: Wilhelmus Gundlach.""Codex archetypus saeculo VIII ... e rebus in epistolis commemoratis haud difficulter coniciatur ... Prioris partis epistolae (I. Isidori hispalensis episcopi ad Helladium toletanum episcopum data, ceterae II-IX. aut a Sisebuto rege dictatae aut ei inscriptae) intra annos DCXII. et DCXXXIII. ortae et alterius partis epistolae (x. Tarrae cuiusdam ad Recaredum regem data, ceterae XI-XVIII. aut a Bulgarano Septimaniae comite datae aut ab Agapio episcopo, familiarissimo eius, acceptae) annis DLXXXVI-DXCII. attribuendae et appendicis epistolae (Fructosi dumiensis episcopi ad Recesvindum regem et Aurasii toletani episcopi ad Froganem comitem datae), quae fortasse in codicem archetypum receptae fuerunt, intra annos DCIII. et DCLII. scriptae [sunt] ... Toleti notarium quendam vel cappellanum regis epistolas wisigoticas collegisse, quis est, qui verisimile esse neget?""--p. 659-660.Bibliographical foot-notes.",book,"['Visigoths -- Spain.', 'Latin letters.', 'Spain -- History -- Early period to 711 -- Sources.']","['OCLC: 26278834', 'HOLLIS+: 990066313090203941']",
591,Gottfried von Viterbo : ein Autor in der Umgebung der frühen Staufer,"['Dorninger, Maria E. $$QDorninger, Maria E.', 'von Maria E. Dorninger.']",1997,,"Stuttgart : Hans-Dieter Heinz, 1997.",,"?limit=30&query=facet_creator,exact,Dorninger++Maria+E.+$$QDorninger++Maria+E.","<a href=""http://id.lib.harvard.edu/alma/990077748090203941/catalog"">http://id.lib.harvard.edu/alma/990077748090203941/catalog</a>",,"Originally presented as the author's thesis (doctoral--Salzburg, 1994).Includes bibliographical references (p. [230]-251).",book,"['Godfrey, -- of Viterbo, -- -1191?', 'Authors, Latin (Medieval and modern) -- Biography.']","['OCLC: 39093158', 'HOLLIS+: 990077748090203941', 'ISBN: 3880993505']",
592,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
593,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
594,"['Catilina et Iugurtha', 'Works.Latin.1856']",Sallust,1856,"Gerlach, Franz Dorotheus",Lipsiae: Ex officina Bernhardi Tauchnitz,96 p,"?limit=30&query=facet_creator,exact,Sallust",,,,book,,HOLLIS+:,
595,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
596,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
597,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
598,Ueber den Ursprung der deutschen Literatur: Vortrag gehalten an der K.K. Universität zu Wien am 7. März 1864,"Scherer, Wilhelm",1864,,Berlin: Druck und Verlag von Georg Reimer,"['20 p.', 'Includes selections in Old High German with German translations', '""Besonders abgedruckt aus dem dreizehnten Bande der Preussischen Jahrbücher.""']","?limit=30&query=facet_creator,exact,Scherer++Wilhelm",,,,book,,HOLLIS+:,
599,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
